Journee,Team,Adversaire,H/A,Player,Note
33.0,Nancy,Nice,A,Dia,4
33.0,Nancy,Nice,A,Chretien,4
33.0,Nancy,Nice,A,Guidileye,4
33.0,Nancy,Nice,A,Junior Dalé,6
33.0,Nancy,Nice,A,Cetout,4
33.0,Nancy,Nice,A,Cuffaut,4
33.0,Nancy,Nice,A,Puyo,4
33.0,Nancy,Nice,A,Cabaco,4
33.0,Nancy,Nice,A,Ait Bennasser,4
33.0,Nancy,Nice,A,Hadji,4
33.0,Nancy,Nice,A,Robic,5
33.0,Nancy,Nice,A,Koura,4
33.0,Marseille,Saint Etienne,H,Evra,5
33.0,Marseille,Saint Etienne,H,Pelé,6
33.0,Marseille,Saint Etienne,H,Payet,7
33.0,Marseille,Saint Etienne,H,Gomis,7
33.0,Marseille,Saint Etienne,H,Rolando,6
33.0,Marseille,Saint Etienne,H,Vainqueur,7
33.0,Marseille,Saint Etienne,H,Sertic,6
33.0,Marseille,Saint Etienne,H,Thauvin,8
33.0,Marseille,Saint Etienne,H,Sakai,8
33.0,Marseille,Saint Etienne,H,Sanson,8
33.0,Marseille,Saint Etienne,H,Lopez,7
33.0,Marseille,Saint Etienne,H,Fanni,5
33.0,Marseille,Saint Etienne,H,Sarr,5
33.0,Marseille,Saint Etienne,H,N'Jie,4
33.0,Saint Etienne,Marseille,A,Monnet-Paquet,3
33.0,Saint Etienne,Marseille,A,Ruffier,4
33.0,Saint Etienne,Marseille,A,Saivet,3
33.0,Saint Etienne,Marseille,A,Lemoine,4
33.0,Saint Etienne,Marseille,A,M'Bengue,4
33.0,Saint Etienne,Marseille,A,Beric,4
33.0,Saint Etienne,Marseille,A,Théophile-Catherine,3
33.0,Saint Etienne,Marseille,A,Hamouma,3
33.0,Saint Etienne,Marseille,A,Lacroix,3
33.0,Saint Etienne,Marseille,A,Veretout,4
33.0,Saint Etienne,Marseille,A,Pierre Gabriel,3
33.0,Saint Etienne,Marseille,A,Malcuit,4
33.0,Saint Etienne,Marseille,A,Corgnet,4
33.0,Saint Etienne,Marseille,A,Tannane,4
33.0,Angers,Paris,H,Mangani,4
33.0,Angers,Paris,H,Ismael Traoré,4
33.0,Angers,Paris,H,Thomas,4
33.0,Angers,Paris,H,Manceau,4
33.0,Angers,Paris,H,Letellier,3
33.0,Angers,Paris,H,Cissokho,4
33.0,Angers,Paris,H,Diedhiou,3
33.0,Angers,Paris,H,Ndoye,4
33.0,Angers,Paris,H,Santamaria,5
33.0,Angers,Paris,H,Toko Ekambi,5
33.0,Angers,Paris,H,Pepe,5
33.0,Angers,Paris,H,Berigaud,4
33.0,Angers,Paris,H,Bamba,5
33.0,Paris,Angers,A,Maxwell,6
33.0,Paris,Angers,A,Matuidi,5
33.0,Paris,Angers,A,Cavani,4
33.0,Paris,Angers,A,Di María,8
33.0,Paris,Angers,A,Trapp,6
33.0,Paris,Angers,A,Pastore,5
33.0,Paris,Angers,A,Verratti,6
33.0,Paris,Angers,A,Aurier,7
33.0,Paris,Angers,A,Marquinhos,6
33.0,Paris,Angers,A,Rabiot,6
33.0,Paris,Angers,A,Kimpembe,5
33.0,Paris,Angers,A,Motta,5
33.0,Paris,Angers,A,Lucas Moura,6
33.0,Paris,Angers,A,Gonçalo Guedes,4
33.0,Rennes,Lille,H,Gourcuff,6
33.0,Rennes,Lille,H,Fernandes,5
33.0,Rennes,Lille,H,Sio,6
33.0,Rennes,Lille,H,Costil,7
33.0,Rennes,Lille,H,André,4
33.0,Rennes,Lille,H,Mexer,7
33.0,Rennes,Lille,H,Prcic,6
33.0,Rennes,Lille,H,Cavare,6
33.0,Rennes,Lille,H,Afonso Figueiredo,6
33.0,Rennes,Lille,H,Mubele,7
33.0,Rennes,Lille,H,Gnagnon,7
33.0,Rennes,Lille,H,Chantôme,5
33.0,Rennes,Lille,H,Said,4
33.0,Rennes,Lille,H,Hunou,5
33.0,Lille,Rennes,A,Beria,4
33.0,Lille,Rennes,A,Enyeama,4
33.0,Lille,Rennes,A,Mavuba,4
33.0,Lille,Rennes,A,Eder,3
33.0,Lille,Rennes,A,Corchia,5
33.0,Lille,Rennes,A,de Preville,5
33.0,Lille,Rennes,A,Rony Lopes,4
33.0,Lille,Rennes,A,Amadou,4
33.0,Lille,Rennes,A,Alonso,3
33.0,Lille,Rennes,A,El Ghazi,4
33.0,Lille,Rennes,A,Xeka,6
33.0,Lille,Rennes,A,Maignan,5
33.0,Lille,Rennes,A,Kishna,5
33.0,Lille,Rennes,A,Bissouma,5
33.0,Monaco,Dijon,H,Dirar,7
33.0,Monaco,Dijon,H,Subasic,6
33.0,Monaco,Dijon,H,Glik,6
33.0,Monaco,Dijon,H,Germain,4
33.0,Monaco,Dijon,H,Mendy,5
33.0,Monaco,Dijon,H,Fabinho,6
33.0,Monaco,Dijon,H,Jemerson,6
33.0,Monaco,Dijon,H,Bernardo Silva,5
33.0,Monaco,Dijon,H,Bakayoko,6
33.0,Monaco,Dijon,H,Touré,5
33.0,Monaco,Dijon,H,Mbappe,4
33.0,Monaco,Dijon,H,João Moutinho,5
33.0,Monaco,Dijon,H,Falcao,7
33.0,Monaco,Dijon,H,Lemar,6
33.0,Dijon,Monaco,A,Balmont,4
33.0,Dijon,Monaco,A,Varrault,6
33.0,Dijon,Monaco,A,Bouka Moutou,5
33.0,Dijon,Monaco,A,Loties,4
33.0,Dijon,Monaco,A,Sammaritano,5
33.0,Dijon,Monaco,A,Amalfitano,5
33.0,Dijon,Monaco,A,Reynet,5
33.0,Dijon,Monaco,A,Tavares,6
33.0,Dijon,Monaco,A,Chafik,5
33.0,Dijon,Monaco,A,Diony,4
33.0,Dijon,Monaco,A,Lees-Melou,5
33.0,Dijon,Monaco,A,Riviere,4
33.0,Dijon,Monaco,A,Martin,5
33.0,Dijon,Monaco,A,Marié,5
33.0,Nantes,Bordeaux,H,Kacaniklic,4
33.0,Nantes,Bordeaux,H,Gillet,4
33.0,Nantes,Bordeaux,H,Nakoulma,5
33.0,Nantes,Bordeaux,H,Dupé,6
33.0,Nantes,Bordeaux,H,Djidji,5
33.0,Nantes,Bordeaux,H,Sala,4
33.0,Nantes,Bordeaux,H,Thomasson,4
33.0,Nantes,Bordeaux,H,Lucas Lima,5
33.0,Nantes,Bordeaux,H,Diego Carlos,5
33.0,Nantes,Bordeaux,H,Dubois,5
33.0,Nantes,Bordeaux,H,Rongier,5
33.0,Nantes,Bordeaux,H,Pardo,4
33.0,Nantes,Bordeaux,H,Abdoulaye Touré,3
33.0,Nantes,Bordeaux,H,Harit,4
33.0,Bordeaux,Nantes,A,Carrasso,5
33.0,Bordeaux,Nantes,A,Toulalan,6
33.0,Bordeaux,Nantes,A,Sankhare,7
33.0,Bordeaux,Nantes,A,Contento,5
33.0,Bordeaux,Nantes,A,Lewczuk,5
33.0,Bordeaux,Nantes,A,Pallois,6
33.0,Bordeaux,Nantes,A,Sabaly,6
33.0,Bordeaux,Nantes,A,Laborde,5
33.0,Bordeaux,Nantes,A,Malcom,6
33.0,Bordeaux,Nantes,A,Kamano,6
33.0,Bordeaux,Nantes,A,Vada,6
33.0,Bordeaux,Nantes,A,Plasil,6
33.0,Bordeaux,Nantes,A,Rolan,4
33.0,Bordeaux,Nantes,A,Gajic,4
33.0,Guingamp,Toulouse,H,Didot,7
33.0,Guingamp,Toulouse,H,Briand,6
33.0,Guingamp,Toulouse,H,Diallo,6
33.0,Guingamp,Toulouse,H,Sorbon,6
33.0,Guingamp,Toulouse,H,Salibur,6
33.0,Guingamp,Toulouse,H,Johnsson,5
33.0,Guingamp,Toulouse,H,Sankoh,6
33.0,Guingamp,Toulouse,H,Marçal,6
33.0,Guingamp,Toulouse,H,Ikoko,6
33.0,Guingamp,Toulouse,H,Mendy,6
33.0,Guingamp,Toulouse,H,Coco,3
33.0,Guingamp,Toulouse,H,Deaux,5
33.0,Guingamp,Toulouse,H,Privat,4
33.0,Guingamp,Toulouse,H,Blas,5
33.0,Toulouse,Guingamp,A,Trejo,5
33.0,Toulouse,Guingamp,A,Toivonen,6
33.0,Toulouse,Guingamp,A,Doumbia,4
33.0,Toulouse,Guingamp,A,Braithwaite,5
33.0,Toulouse,Guingamp,A,Delort,5
33.0,Toulouse,Guingamp,A,Moubandje,5
33.0,Toulouse,Guingamp,A,Jullien,5
33.0,Toulouse,Guingamp,A,Jean,5
33.0,Toulouse,Guingamp,A,Lafont,5
33.0,Toulouse,Guingamp,A,Amian,4
33.0,Toulouse,Guingamp,A,Diop,5
33.0,Toulouse,Guingamp,A,Durmaz,5
33.0,Toulouse,Guingamp,A,Somália,5
33.0,Toulouse,Guingamp,A,Bodiger,4
33.0,Metz,Caen,H,Signorino,4
33.0,Metz,Caen,H,Diabaté,6
33.0,Metz,Caen,H,Cohade,5
33.0,Metz,Caen,H,Bisevac,5
33.0,Metz,Caen,H,Mandjeck,6
33.0,Metz,Caen,H,Jouffre,4
33.0,Metz,Caen,H,Doukoure,6
33.0,Metz,Caen,H,Balliu,7
33.0,Metz,Caen,H,Falette,5
33.0,Metz,Caen,H,Nguette,5
33.0,Metz,Caen,H,Didillon,4
33.0,Metz,Caen,H,Erdinc,4
33.0,Metz,Caen,H,Ismaila Sarr,6
33.0,Caen,Metz,A,Seube,4
33.0,Caen,Metz,A,Vercoutre,4
33.0,Caen,Metz,A,Bessat,5
33.0,Caen,Metz,A,Da Silva,5
33.0,Caen,Metz,A,Genevois,5
33.0,Caen,Metz,A,Féret,5
33.0,Caen,Metz,A,Rodelin,6
33.0,Caen,Metz,A,Santini,6
33.0,Caen,Metz,A,Delaplace,6
33.0,Caen,Metz,A,Adeoti,5
33.0,Caen,Metz,A,Karamoh,5
33.0,Caen,Metz,A,Ben Youssef,5
33.0,Caen,Metz,A,Diomande,5
34.0,Nancy,Marseille,H,Alou Diarra,6
34.0,Nancy,Marseille,H,N'Dy Assembe,6
34.0,Nancy,Marseille,H,Dia,5
34.0,Nancy,Marseille,H,Chretien,7
34.0,Nancy,Marseille,H,Guidileye,5
34.0,Nancy,Marseille,H,Junior Dalé,4
34.0,Nancy,Marseille,H,Cetout,7
34.0,Nancy,Marseille,H,Badila,5
34.0,Nancy,Marseille,H,Cabaco,6
34.0,Nancy,Marseille,H,Ait Bennasser,5
34.0,Nancy,Marseille,H,Faitout Maouassa,5
34.0,Nancy,Marseille,H,Pedretti,4
34.0,Nancy,Marseille,H,Robic,4
34.0,Nancy,Marseille,H,Marchetti,5
34.0,Marseille,Nancy,A,Fanni,6
34.0,Marseille,Nancy,A,Evra,5
34.0,Marseille,Nancy,A,Pelé,6
34.0,Marseille,Nancy,A,Payet,6
34.0,Marseille,Nancy,A,Rolando,5
34.0,Marseille,Nancy,A,Vainqueur,6
34.0,Marseille,Nancy,A,Thauvin,6
34.0,Marseille,Nancy,A,Sakai,5
34.0,Marseille,Nancy,A,Sanson,5
34.0,Marseille,Nancy,A,N'Jie,4
34.0,Marseille,Nancy,A,Lopez,5
34.0,Marseille,Nancy,A,Cabella,5
34.0,Marseille,Nancy,A,Zambo Anguissa,5
34.0,Saint Etienne,Rennes,H,Perrin,5
34.0,Saint Etienne,Rennes,H,Ruffier,5
34.0,Saint Etienne,Rennes,H,Saivet,5
34.0,Saint Etienne,Rennes,H,Beric,6
34.0,Saint Etienne,Rennes,H,Théophile-Catherine,5
34.0,Saint Etienne,Rennes,H,Hamouma,6
34.0,Saint Etienne,Rennes,H,Malcuit,6
34.0,Saint Etienne,Rennes,H,Corgnet,4
34.0,Saint Etienne,Rennes,H,Veretout,5
34.0,Saint Etienne,Rennes,H,Selnaes,6
34.0,Saint Etienne,Rennes,H,Pierre Gabriel,5
34.0,Saint Etienne,Rennes,H,Maiga,5
34.0,Saint Etienne,Rennes,H,Nordin,5
34.0,Saint Etienne,Rennes,H,Ghezali,4
34.0,Rennes,Saint Etienne,A,Gourcuff,6
34.0,Rennes,Saint Etienne,A,Baal,4
34.0,Rennes,Saint Etienne,A,Sio,4
34.0,Rennes,Saint Etienne,A,Costil,5
34.0,Rennes,Saint Etienne,A,André,5
34.0,Rennes,Saint Etienne,A,Mexer,7
34.0,Rennes,Saint Etienne,A,Prcic,6
34.0,Rennes,Saint Etienne,A,Pedro Mendes,5
34.0,Rennes,Saint Etienne,A,Bensebaini,4
34.0,Rennes,Saint Etienne,A,Mubele,5
34.0,Rennes,Saint Etienne,A,Gnagnon,5
34.0,Rennes,Saint Etienne,A,Fernandes,5
34.0,Rennes,Saint Etienne,A,Said,4
34.0,Lorient,Metz,H,Mvuemba,6
34.0,Lorient,Metz,H,Ciani,7
34.0,Lorient,Metz,H,Peybernes,6
34.0,Lorient,Metz,H,Le Goff,6
34.0,Lorient,Metz,H,Moukandjo,7
34.0,Lorient,Metz,H,Majeed Waris,7
34.0,Lorient,Metz,H,Lautoa,6
34.0,Lorient,Metz,H,Lecomte,6
34.0,Lorient,Metz,H,Moreira,7
34.0,Lorient,Metz,H,Philippoteaux,5
34.0,Lorient,Metz,H,Cabot,9
34.0,Lorient,Metz,H,Bellugou,5
34.0,Lorient,Metz,H,Barthelme,4
34.0,Lorient,Metz,H,Jeannot,6
34.0,Metz,Lorient,A,Signorino,3
34.0,Metz,Lorient,A,Diabaté,5
34.0,Metz,Lorient,A,Cohade,3
34.0,Metz,Lorient,A,Bisevac,1
34.0,Metz,Lorient,A,Mandjeck,4
34.0,Metz,Lorient,A,Doukoure,3
34.0,Metz,Lorient,A,Balliu,3
34.0,Metz,Lorient,A,Falette,3
34.0,Metz,Lorient,A,Nguette,3
34.0,Metz,Lorient,A,Didillon,3
34.0,Metz,Lorient,A,Ismaila Sarr,3
34.0,Metz,Lorient,A,Erdinc,4
34.0,Metz,Lorient,A,Mollet,5
34.0,Bordeaux,Bastia,H,Carrasso,6
34.0,Bordeaux,Bastia,H,Toulalan,6
34.0,Bordeaux,Bastia,H,Sankhare,8
34.0,Bordeaux,Bastia,H,Lewczuk,5
34.0,Bordeaux,Bastia,H,Pallois,7
34.0,Bordeaux,Bastia,H,Sabaly,6
34.0,Bordeaux,Bastia,H,Laborde,5
34.0,Bordeaux,Bastia,H,Gajic,5
34.0,Bordeaux,Bastia,H,Malcom,7
34.0,Bordeaux,Bastia,H,Kamano,6
34.0,Bordeaux,Bastia,H,Vada,7
34.0,Bordeaux,Bastia,H,Plasil,5
34.0,Bordeaux,Bastia,H,Rolan,5
34.0,Bordeaux,Bastia,H,Ounas,4
34.0,Bastia,Bordeaux,A,Leca,5
34.0,Bastia,Bordeaux,A,Cahuzac,5
34.0,Bastia,Bordeaux,A,Cioni,5
34.0,Bastia,Bordeaux,A,Bengtsson,4
34.0,Bastia,Bordeaux,A,El Kaoutari,4
34.0,Bastia,Bordeaux,A,Mostefa,3
34.0,Bastia,Bordeaux,A,Raspentino,4
34.0,Bastia,Bordeaux,A,Nangis,4
34.0,Bastia,Bordeaux,A,Ngando,4
34.0,Bastia,Bordeaux,A,Djiku,4
34.0,Bastia,Bordeaux,A,Lassana Coulibaly,5
34.0,Bastia,Bordeaux,A,Danic,5
34.0,Bastia,Bordeaux,A,Diallo,5
34.0,Bastia,Bordeaux,A,Keita,5
34.0,Lille,Guingamp,H,Beria,5
34.0,Lille,Guingamp,H,Basa,7
34.0,Lille,Guingamp,H,Eder,7
34.0,Lille,Guingamp,H,Corchia,7
34.0,Lille,Guingamp,H,de Preville,8
34.0,Lille,Guingamp,H,Rony Lopes,6
34.0,Lille,Guingamp,H,Amadou,6
34.0,Lille,Guingamp,H,Maignan,7
34.0,Lille,Guingamp,H,Alonso,6
34.0,Lille,Guingamp,H,Kishna,6
34.0,Lille,Guingamp,H,Xeka,6
34.0,Lille,Guingamp,H,Sliti,5
34.0,Lille,Guingamp,H,Gabriel,5
34.0,Lille,Guingamp,H,Bissouma,4
34.0,Guingamp,Lille,A,Bodmer,4
34.0,Guingamp,Lille,A,Pereira,4
34.0,Guingamp,Lille,A,Deaux,3
34.0,Guingamp,Lille,A,Privat,4
34.0,Guingamp,Lille,A,Salibur,5
34.0,Guingamp,Lille,A,Johnsson,6
34.0,Guingamp,Lille,A,Kerbrat,4
34.0,Guingamp,Lille,A,Sankoh,4
34.0,Guingamp,Lille,A,Marçal,3
34.0,Guingamp,Lille,A,Coco,4
34.0,Guingamp,Lille,A,Blas,3
34.0,Guingamp,Lille,A,Briand,4
34.0,Guingamp,Lille,A,Giresse,5
34.0,Guingamp,Lille,A,Mendy,5
34.0,Lyon,Monaco,H,Nkoulou,5
34.0,Lyon,Monaco,H,Rafael,5
34.0,Lyon,Monaco,H,Anthony Lopes,5
34.0,Lyon,Monaco,H,Rybus,4
34.0,Lyon,Monaco,H,Depay,6
34.0,Lyon,Monaco,H,Ferri,4
34.0,Lyon,Monaco,H,Cornet,4
34.0,Lyon,Monaco,H,Darder,5
34.0,Lyon,Monaco,H,Tousart,6
34.0,Lyon,Monaco,H,Diakhaby,4
34.0,Lyon,Monaco,H,Mateta,4
34.0,Lyon,Monaco,H,Valbuena,5
34.0,Lyon,Monaco,H,Gonalons,5
34.0,Lyon,Monaco,H,Aouar,4
34.0,Monaco,Lyon,A,Raggi,5
34.0,Monaco,Lyon,A,Falcao,6
34.0,Monaco,Lyon,A,Dirar,5
34.0,Monaco,Lyon,A,Subasic,5
34.0,Monaco,Lyon,A,Glik,6
34.0,Monaco,Lyon,A,Fabinho,6
34.0,Monaco,Lyon,A,Jemerson,5
34.0,Monaco,Lyon,A,Bernardo Silva,5
34.0,Monaco,Lyon,A,Lemar,5
34.0,Monaco,Lyon,A,Bakayoko,6
34.0,Monaco,Lyon,A,Mbappe,7
34.0,Monaco,Lyon,A,João Moutinho,5
34.0,Monaco,Lyon,A,Germain,4
34.0,Paris,Montpellier,H,Maxwell,6
34.0,Paris,Montpellier,H,Motta,6
34.0,Paris,Montpellier,H,Matuidi,8
34.0,Paris,Montpellier,H,Cavani,7
34.0,Paris,Montpellier,H,Di María,7
34.0,Paris,Montpellier,H,Thiago Silva,7
34.0,Paris,Montpellier,H,Trapp,7
34.0,Paris,Montpellier,H,Pastore,6
34.0,Paris,Montpellier,H,Verratti,6
34.0,Paris,Montpellier,H,Aurier,6
34.0,Paris,Montpellier,H,Kimpembe,6
34.0,Paris,Montpellier,H,Draxler,5
34.0,Paris,Montpellier,H,Lucas Moura,4
34.0,Paris,Montpellier,H,Lo Celso,5
34.0,Montpellier,Paris,A,Pionnier,7
34.0,Montpellier,Paris,A,Hilton,5
34.0,Montpellier,Paris,A,Sessegnon,5
34.0,Montpellier,Paris,A,Boudebouz,4
34.0,Montpellier,Paris,A,Lasne,4
34.0,Montpellier,Paris,A,Roussillon,5
34.0,Montpellier,Paris,A,Mounie,3
34.0,Montpellier,Paris,A,Pokorny,4
34.0,Montpellier,Paris,A,Skhiri,3
34.0,Montpellier,Paris,A,Mukiele,5
34.0,Montpellier,Paris,A,Mbenza,5
34.0,Montpellier,Paris,A,Camara,4
34.0,Montpellier,Paris,A,Jonathan Ikone,5
34.0,Montpellier,Paris,A,Dolly,5
34.0,Dijon,Angers,H,Balmont,6
34.0,Dijon,Angers,H,Varrault,5
34.0,Dijon,Angers,H,Loties,5
34.0,Dijon,Angers,H,Sammaritano,7
34.0,Dijon,Angers,H,Reynet,5
34.0,Dijon,Angers,H,Abeid,7
34.0,Dijon,Angers,H,Tavares,4
34.0,Dijon,Angers,H,Chafik,5
34.0,Dijon,Angers,H,Diony,8
34.0,Dijon,Angers,H,Lees-Melou,7
34.0,Dijon,Angers,H,Haddadi,7
34.0,Dijon,Angers,H,Martin,5
34.0,Dijon,Angers,H,Amalfitano,5
34.0,Dijon,Angers,H,Kwon Chang-Hoon,5
34.0,Angers,Dijon,A,Mangani,5
34.0,Angers,Dijon,A,Ismael Traoré,4
34.0,Angers,Dijon,A,Thomas,4
34.0,Angers,Dijon,A,Manceau,4
34.0,Angers,Dijon,A,Bamba,4
34.0,Angers,Dijon,A,Letellier,4
34.0,Angers,Dijon,A,Capelle,5
34.0,Angers,Dijon,A,Diedhiou,4
34.0,Angers,Dijon,A,Santamaria,4
34.0,Angers,Dijon,A,Toko Ekambi,6
34.0,Angers,Dijon,A,Pepe,4
34.0,Angers,Dijon,A,Sunu,4
34.0,Angers,Dijon,A,Berigaud,4
34.0,Angers,Dijon,A,Bamba,4
34.0,Toulouse,Nice,H,Trejo,4
34.0,Toulouse,Nice,H,Braithwaite,5
34.0,Toulouse,Nice,H,Delort,4
34.0,Toulouse,Nice,H,Moubandje,5
34.0,Toulouse,Nice,H,Jullien,5
34.0,Toulouse,Nice,H,Jean,6
34.0,Toulouse,Nice,H,Bodiger,5
34.0,Toulouse,Nice,H,Blin,5
34.0,Toulouse,Nice,H,Lafont,6
34.0,Toulouse,Nice,H,Amian,5
34.0,Toulouse,Nice,H,Diop,5
34.0,Toulouse,Nice,H,Toivonen,4
34.0,Toulouse,Nice,H,Durmaz,5
34.0,Toulouse,Nice,H,Somália,5
34.0,Nice,Toulouse,A,Dante,5
34.0,Nice,Toulouse,A,Le Marchand,5
34.0,Nice,Toulouse,A,Belhanda,5
34.0,Nice,Toulouse,A,Souquet,5
34.0,Nice,Toulouse,A,Le Bihan,4
34.0,Nice,Toulouse,A,Eysseric,6
34.0,Nice,Toulouse,A,Ricardo Pereira,5
34.0,Nice,Toulouse,A,Cardinale,5
34.0,Nice,Toulouse,A,Seri,6
34.0,Nice,Toulouse,A,Koziello,6
34.0,Nice,Toulouse,A,Dalbert,5
34.0,Nice,Toulouse,A,Baysse,6
34.0,Nice,Toulouse,A,Balotelli,4
34.0,Nice,Toulouse,A,Donis,4
34.0,Caen,Nantes,H,Vercoutre,6
34.0,Caen,Nantes,H,Yahia,5
34.0,Caen,Nantes,H,Bessat,5
34.0,Caen,Nantes,H,Da Silva,4
34.0,Caen,Nantes,H,Féret,4
34.0,Caen,Nantes,H,Rodelin,4
34.0,Caen,Nantes,H,Santini,4
34.0,Caen,Nantes,H,Ben Youssef,4
34.0,Caen,Nantes,H,Delaplace,5
34.0,Caen,Nantes,H,Diomande,5
34.0,Caen,Nantes,H,Karamoh,3
34.0,Caen,Nantes,H,Makengo,5
34.0,Caen,Nantes,H,Tell,4
34.0,Nantes,Caen,A,Gillet,6
34.0,Nantes,Caen,A,Dupé,6
34.0,Nantes,Caen,A,Djidji,6
34.0,Nantes,Caen,A,Thomasson,5
34.0,Nantes,Caen,A,Lucas Lima,6
34.0,Nantes,Caen,A,Pardo,5
34.0,Nantes,Caen,A,Diego Carlos,5
34.0,Nantes,Caen,A,Dubois,7
34.0,Nantes,Caen,A,Bammou,8
34.0,Nantes,Caen,A,Rongier,6
34.0,Nantes,Caen,A,Harit,5
34.0,Nantes,Caen,A,Sérgio Oliveira,5
34.0,Nantes,Caen,A,Stepinski,4
34.0,Nantes,Caen,A,Iloki,5
35.0,Montpellier,Lille,H,Pionnier,5
35.0,Montpellier,Lille,H,Hilton,5
35.0,Montpellier,Lille,H,Sessegnon,5
35.0,Montpellier,Lille,H,Boudebouz,4
35.0,Montpellier,Lille,H,Roussillon,4
35.0,Montpellier,Lille,H,Mounie,3
35.0,Montpellier,Lille,H,Pokorny,4
35.0,Montpellier,Lille,H,Skhiri,4
35.0,Montpellier,Lille,H,Jonathan Ikone,4
35.0,Montpellier,Lille,H,Mukiele,5
35.0,Montpellier,Lille,H,Mbenza,3
35.0,Montpellier,Lille,H,Congré,5
35.0,Montpellier,Lille,H,Lasne,4
35.0,Montpellier,Lille,H,Dolly,5
35.0,Lille,Montpellier,A,Basa,6
35.0,Lille,Montpellier,A,Palmieri,5
35.0,Lille,Montpellier,A,Eder,4
35.0,Lille,Montpellier,A,Corchia,7
35.0,Lille,Montpellier,A,de Preville,6
35.0,Lille,Montpellier,A,Rony Lopes,7
35.0,Lille,Montpellier,A,Amadou,7
35.0,Lille,Montpellier,A,Maignan,8
35.0,Lille,Montpellier,A,Alonso,6
35.0,Lille,Montpellier,A,Kishna,6
35.0,Lille,Montpellier,A,Xeka,8
35.0,Lille,Montpellier,A,El Ghazi,4
35.0,Lille,Montpellier,A,Bissouma,4
35.0,Lille,Montpellier,A,Terrier,6
35.0,Nice,Paris,H,Dante,5
35.0,Nice,Paris,H,Baysse,6
35.0,Nice,Paris,H,Balotelli,6
35.0,Nice,Paris,H,Belhanda,5
35.0,Nice,Paris,H,Souquet,6
35.0,Nice,Paris,H,Eysseric,6
35.0,Nice,Paris,H,Ricardo Pereira,7
35.0,Nice,Paris,H,Cardinale,6
35.0,Nice,Paris,H,Seri,6
35.0,Nice,Paris,H,Koziello,5
35.0,Nice,Paris,H,Dalbert,6
35.0,Nice,Paris,H,Obbadi,5
35.0,Nice,Paris,H,Le Bihan,4
35.0,Nice,Paris,H,Donis,6
35.0,Paris,Nice,A,Maxwell,4
35.0,Paris,Nice,A,Motta,5
35.0,Paris,Nice,A,Matuidi,4
35.0,Paris,Nice,A,Cavani,3
35.0,Paris,Nice,A,Di María,5
35.0,Paris,Nice,A,Thiago Silva,5
35.0,Paris,Nice,A,Trapp,3
35.0,Paris,Nice,A,Verratti,5
35.0,Paris,Nice,A,Aurier,3
35.0,Paris,Nice,A,Draxler,4
35.0,Paris,Nice,A,Marquinhos,5
35.0,Paris,Nice,A,Meunier,4
35.0,Paris,Nice,A,Lucas Moura,4
35.0,Paris,Nice,A,Rabiot,4
35.0,Bastia,Rennes,H,Oniangué,5
35.0,Bastia,Rennes,H,Leca,7
35.0,Bastia,Rennes,H,Cahuzac,5
35.0,Bastia,Rennes,H,Bengtsson,5
35.0,Bastia,Rennes,H,Nangis,6
35.0,Bastia,Rennes,H,Saint-Ruf,6
35.0,Bastia,Rennes,H,Ngando,6
35.0,Bastia,Rennes,H,Djiku,6
35.0,Bastia,Rennes,H,Keita,5
35.0,Bastia,Rennes,H,Crivelli,6
35.0,Bastia,Rennes,H,Lassana Coulibaly,5
35.0,Bastia,Rennes,H,Danic,5
35.0,Bastia,Rennes,H,Mostefa,5
35.0,Bastia,Rennes,H,Saint-Maximin,5
35.0,Rennes,Bastia,A,Gourcuff,4
35.0,Rennes,Bastia,A,Baal,5
35.0,Rennes,Bastia,A,Danze,5
35.0,Rennes,Bastia,A,Sio,3
35.0,Rennes,Bastia,A,Costil,5
35.0,Rennes,Bastia,A,André,3
35.0,Rennes,Bastia,A,Mexer,5
35.0,Rennes,Bastia,A,Prcic,5
35.0,Rennes,Bastia,A,Said,4
35.0,Rennes,Bastia,A,Bensebaini,5
35.0,Rennes,Bastia,A,Mubele,5
35.0,Rennes,Bastia,A,Afonso Figueiredo,5
35.0,Rennes,Bastia,A,Kalulu,4
35.0,Rennes,Bastia,A,Janvier,5
35.0,Dijon,Bordeaux,H,Balmont,5
35.0,Dijon,Bordeaux,H,Varrault,6
35.0,Dijon,Bordeaux,H,Loties,6
35.0,Dijon,Bordeaux,H,Sammaritano,4
35.0,Dijon,Bordeaux,H,Reynet,6
35.0,Dijon,Bordeaux,H,Abeid,5
35.0,Dijon,Bordeaux,H,Tavares,4
35.0,Dijon,Bordeaux,H,Diony,5
35.0,Dijon,Bordeaux,H,Lees-Melou,6
35.0,Dijon,Bordeaux,H,Rosier,4
35.0,Dijon,Bordeaux,H,Haddadi,5
35.0,Dijon,Bordeaux,H,Amalfitano,5
35.0,Dijon,Bordeaux,H,Kwon Chang-Hoon,5
35.0,Bordeaux,Dijon,A,Carrasso,7
35.0,Bordeaux,Dijon,A,Toulalan,6
35.0,Bordeaux,Dijon,A,Sankhare,5
35.0,Bordeaux,Dijon,A,Contento,6
35.0,Bordeaux,Dijon,A,Lewczuk,5
35.0,Bordeaux,Dijon,A,Pallois,5
35.0,Bordeaux,Dijon,A,Sabaly,5
35.0,Bordeaux,Dijon,A,Laborde,5
35.0,Bordeaux,Dijon,A,Malcom,5
